401.12	99.40
404.98	99.36
408.83	99.80
412.69	99.48
416.55	99.51
420.40	99.99
424.26	100.30
428.12	100.60
431.97	100.59
435.83	100.62
439.69	102.48
443.55	103.11
447.40	101.93
451.26	100.71
455.12	100.11
458.97	100.59
462.83	100.69
466.69	100.46
470.54	100.70
474.40	100.75
478.26	99.99
482.11	100.25
485.97	100.46
489.83	100.20
493.69	100.24
497.54	100.33
501.40	100.31
505.26	99.92
509.11	99.86
512.97	99.65
516.83	99.77
520.68	100.14
524.54	100.61
528.40	100.39
532.26	99.52
536.11	99.85
539.97	99.65
543.83	99.59
547.68	100.40
551.54	100.55
555.40	100.51
559.25	100.47
563.11	100.51
566.97	100.53
570.82	100.30
574.68	99.93
578.54	99.50
582.40	99.61
586.25	100.21
590.11	100.38
593.97	100.23
597.82	99.86
601.68	99.81
605.54	99.75
609.39	99.58
613.25	99.86
617.11	100.31
620.97	100.58
624.82	100.73
628.68	100.86
632.54	100.51
636.39	100.27
640.25	100.34
644.11	100.31
647.96	99.90
651.82	99.89
655.68	100.28
659.53	100.02
663.39	100.16
667.25	100.43
671.11	99.93
674.96	99.96
678.82	100.20
682.68	100.10
686.53	99.78
690.39	99.31
694.25	99.46
698.10	99.97
701.96	99.56
705.82	98.71
709.68	99.12
713.53	99.95
717.39	99.90
721.25	99.64
725.10	99.84
728.96	99.52
732.82	99.49
736.67	100.28
740.53	100.09
744.39	99.69
748.24	98.80
752.10	98.07
755.96	98.52
759.82	98.11
763.67	97.90
767.53	97.60
771.39	96.35
775.24	94.99
779.10	94.52
782.96	94.62
786.81	94.19
790.67	92.36
794.53	89.53
798.39	87.89
802.24	85.52
806.10	79.83
809.96	69.02
813.81	40.32
817.67	-120.85
821.53	272.99
825.38	161.35
829.24	144.06
833.10	135.31
836.95	127.63
840.81	121.85
844.67	119.29
848.53	117.54
852.38	114.42
856.24	112.42
860.10	112.01
863.95	112.15
867.81	111.76
871.67	111.08
875.52	110.66
879.38	109.90
883.24	108.51
887.10	107.18
890.95	107.22
894.81	109.46
898.67	112.84
902.52	119.63
906.38	285.68
910.24	87.69
914.09	93.65
917.95	96.24
921.81	98.54
925.66	100.01
929.52	99.95
933.38	99.98
937.24	100.29
941.09	100.83
944.95	100.97
948.81	100.83
952.66	100.80
956.52	100.89
960.38	100.98
964.23	100.96
968.09	101.02
971.95	101.03
975.81	100.97
979.66	100.89
983.52	100.83
987.38	100.73
991.23	100.70
995.09	100.67
998.95	100.60
1002.80	100.57
1006.66	100.58
1010.52	100.60
1014.38	100.64
1018.23	100.70
1022.09	100.74
1025.95	100.75
1029.80	100.71
1033.66	100.64
1037.52	100.57
1041.37	100.57
1045.23	100.56
1049.09	100.54
1052.94	100.51
1056.80	100.47
1060.66	100.47
1064.52	100.46
1068.37	100.48
1072.23	100.49
1076.09	100.46
1079.94	100.46
1083.80	100.46
1087.66	100.45
1091.51	100.46
1095.37	100.43
1099.23	100.40
1103.09	100.38
1106.94	100.38
1110.80	100.37
1114.66	100.34
1118.51	100.32
1122.37	100.34
1126.23	100.36
1130.08	100.38
1133.94	100.38
1137.80	100.37
1141.65	100.36
1145.51	100.35
1149.37	100.35
1153.23	100.34
1157.08	100.35
1160.94	100.34
1164.80	100.29
1168.65	100.24
1172.51	100.18
1176.37	100.17
1180.22	100.25
1184.08	100.35
1187.94	100.43
1191.80	100.47
1195.65	100.47
1199.51	100.43
1203.37	100.35
1207.22	100.26
1211.08	100.20
1214.94	100.16
1218.79	100.16
1222.65	100.17
1226.51	100.17
1230.36	100.18
1234.22	100.19
1238.08	100.19
1241.94	100.20
1245.79	100.21
1249.65	100.23
1253.51	100.28
1257.36	100.37
1261.22	100.45
1265.08	100.48
1268.93	100.45
1272.79	100.39
1276.65	100.32
1280.51	100.23
1284.36	100.14
1288.22	100.09
1292.08	100.09
1295.93	100.11
1299.79	100.16
1303.65	100.23
1307.50	100.27
1311.36	100.31
1315.22	100.32
1319.07	100.30
1322.93	100.27
1326.79	100.25
1330.65	100.24
1334.50	100.22
1338.36	100.21
1342.22	100.20
1346.07	100.16
1349.93	100.13
1353.79	100.10
1357.64	100.09
1361.50	100.13
1365.36	100.18
1369.22	100.20
1373.07	100.24
1376.93	100.26
1380.79	100.24
1384.64	100.25
1388.50	100.27
1392.36	100.25
1396.21	100.29
1400.07	100.29
1403.93	100.23
1407.78	100.18
1411.64	100.18
1415.50	100.20
1419.36	100.24
1423.21	100.25
1427.07	100.26
1430.93	100.25
1434.78	100.21
1438.64	100.18
1442.50	100.11
1446.35	100.11
1450.21	100.12
1454.07	100.09
1457.93	100.14
1461.78	100.18
1465.64	100.25
1469.50	100.32
1473.35	100.35
1477.21	100.34
1481.07	100.28
1484.92	100.23
1488.78	100.15
1492.64	99.96
1496.49	99.84
1500.35	99.79
1504.21	99.76
1508.07	100.03
1511.92	100.29
1515.78	100.48
1519.64	100.60
1523.49	100.47
1527.35	100.30
1531.21	100.23
1535.06	100.16
1538.92	100.15
1542.78	100.18
1546.64	100.14
1550.49	100.18
1554.35	100.19
1558.21	100.24
1562.06	100.24
1565.92	100.21
1569.78	100.25
1573.63	100.22
1577.49	100.21
1581.35	100.23
1585.20	100.21
1589.06	100.19
1592.92	100.11
1596.78	100.01
1600.63	99.94
1604.49	99.99
1608.35	100.12
1612.20	100.22
1616.06	100.37
1619.92	100.40
1623.77	100.38
1627.63	100.35
1631.49	100.20
1635.35	100.12
1639.20	100.06
1643.06	100.05
1646.92	100.17
1650.77	100.27
1654.63	100.39
1658.49	100.36
1662.34	100.34
1666.20	100.31
1670.06	100.19
1673.91	100.19
1677.77	100.18
1681.63	100.16
1685.49	100.22
1689.34	100.19
1693.20	100.17
1697.06	100.26
1700.91	100.28
1704.77	100.30
1708.63	100.33
1712.48	100.29
1716.34	100.26
1720.20	100.20
1724.06	100.17
1727.91	100.20
1731.77	100.21
1735.63	100.21
1739.48	100.23
1743.34	100.29
1747.20	100.33
1751.05	100.32
1754.91	100.26
1758.77	100.20
1762.62	100.22
1766.48	100.20
1770.34	100.23
1774.20	100.27
1778.05	100.24
1781.91	100.26
1785.77	100.23
1789.62	100.20
1793.48	100.25
1797.34	100.28
1801.19	100.31
1805.05	100.28
1808.91	100.24
1812.77	100.21
1816.62	100.17
1820.48	100.16
1824.34	100.16
1828.19	100.16
1832.05	100.17
1835.91	100.18
1839.76	100.19
1843.62	100.23
1847.48	100.24
1851.33	100.21
1855.19	100.18
1859.05	100.16
1862.91	100.14
1866.76	100.16
1870.62	100.18
1874.48	100.16
1878.33	100.17
1882.19	100.18
1886.05	100.15
1889.90	100.15
1893.76	100.15
1897.62	100.16
1901.48	100.15
1905.33	100.15
1909.19	100.16
1913.05	100.16
1916.90	100.18
1920.76	100.20
1924.62	100.18
1928.47	100.18
1932.33	100.19
1936.19	100.19
1940.04	100.19
1943.90	100.19
1947.76	100.18
1951.62	100.17
1955.47	100.17
1959.33	100.18
1963.19	100.19
1967.04	100.20
1970.90	100.18
1974.76	100.15
1978.61	100.16
1982.47	100.17
1986.33	100.19
1990.19	100.21
1994.04	100.21
1997.90	100.19
2001.76	100.16
2005.61	100.14
2009.47	100.15
2013.33	100.18
2017.18	100.19
2021.04	100.17
2024.90	100.13
2028.76	100.11
2032.61	100.11
2036.47	100.14
2040.33	100.18
2044.18	100.19
2048.04	100.18
2051.90	100.16
2055.75	100.15
2059.61	100.15
2063.47	100.18
2067.32	100.22
2071.18	100.23
2075.04	100.22
2078.90	100.19
2082.75	100.17
2086.61	100.18
2090.47	100.22
2094.32	100.26
2098.18	100.27
2102.04	100.25
2105.89	100.20
2109.75	100.18
2113.61	100.18
2117.47	100.21
2121.32	100.25
2125.18	100.26
2129.04	100.24
2132.89	100.20
2136.75	100.17
2140.61	100.17
2144.46	100.22
2148.32	100.27
2152.18	100.28
2156.03	100.25
2159.89	100.21
2163.75	100.17
2167.61	100.18
2171.46	100.22
2175.32	100.26
2179.18	100.27
2183.03	100.23
2186.89	100.17
2190.75	100.13
2194.60	100.14
2198.46	100.20
2202.32	100.27
2206.18	100.29
2210.03	100.26
2213.89	100.20
2217.75	100.15
2221.60	100.16
2225.46	100.21
2229.32	100.28
2233.17	100.32
2237.03	100.29
2240.89	100.21
2244.74	100.14
2248.60	100.15
2252.46	100.20
2256.32	100.27
2260.17	100.32
2264.03	100.30
2267.89	100.25
2271.74	100.20
2275.60	100.18
2279.46	100.22
2283.31	100.29
2287.17	100.34
2291.03	100.33
2294.89	100.25
2298.74	100.17
2302.60	100.11
2306.46	100.11
2310.31	100.15
2314.17	100.19
2318.03	100.18
2321.88	100.16
2325.74	100.16
2329.60	100.24
2333.45	100.42
2337.31	100.57
2341.17	100.62
2345.03	100.52
2348.88	100.30
2352.74	100.16
2356.60	100.21
2360.45	100.43
2364.31	100.81
2368.17	101.10
2372.02	101.12
2375.88	100.91
2379.74	100.62
2383.60	100.37
2387.45	100.22
2391.31	100.19
2395.17	100.24
2399.02	100.27
2402.88	100.25
2406.74	100.19
2410.59	100.15
2414.45	100.14
2418.31	100.20
2422.16	100.27
2426.02	100.32
2429.88	100.30
2433.74	100.25
2437.59	100.20
2441.45	100.18
2445.31	100.23
2449.16	100.31
2453.02	100.38
2456.88	100.37
2460.73	100.31
